,PREC.I.1..in.,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
23092,8.2,-4.30E-01,-3.08E+00,-4.00E-02,5.90E-01,4.00E-02,-5.60E-01,-4.00E-02,-4.00E-02
23093,8.2,3.10E-01,-2.80E+00,-8.50E-01,1.22E+00,6.50E-01,-6.40E-01,-4.00E-02,9.00E-02
23094,8.2,1.29E+00,-1.82E+00,-6.50E-01,5.90E-01,8.10E-01,-1.25E+00,-2.00E-02,9.00E-02
23095,8.2,2.03E+00,-9.50E-01,-4.80E-01,-8.00E-02,9.00E-01,-1.61E+00,-2.00E-02,1.00E-01
23096,8.2,2.49E+00,-5.70E-01,-4.10E-01,-2.40E-01,9.00E-01,-1.65E+00,-2.00E-02,1.00E-01
23097,8.2,3.16E+00,-2.30E-01,-2.90E-01,-3.00E-01,9.50E-01,-1.81E+00,-3.00E-02,1.20E-01
23098,8.2,3.31E+00,-2.40E-01,-3.00E-01,-2.00E-01,8.40E-01,-1.54E+00,-2.00E-02,1.00E-01
23099,8.2,3.71E+00,1.30E-01,-2.30E-01,-2.40E-01,6.90E-01,-1.03E+00,-1.00E-02,1.00E-01
23100,8.2,3.94E+00,1.80E-01,-1.90E-01,-2.10E-01,6.40E-01,-9.90E-01,-1.00E-02,9.00E-02
23101,8.2,3.93E+00,2.00E-02,-2.40E-01,-8.00E-02,5.20E-01,-8.40E-01,-1.00E-02,6.00E-02
23102,8.2,4.11E+00,1.10E-01,-2.30E-01,-8.00E-02,4.50E-01,-6.30E-01,0.00E+00,5.00E-02
23103,8.2,3.91E+00,2.00E-02,-3.40E-01,4.00E-02,3.10E-01,-3.60E-01,0.00E+00,3.00E-02
23104,8.2,3.48E+00,-7.00E-01,-4.50E-01,6.80E-01,1.20E-01,5.20E-01,1.00E-02,2.00E-02
23105,8.2,2.96E+00,-1.43E+00,-5.70E-01,1.16E+00,7.00E-02,6.80E-01,2.00E-02,1.00E-02
23106,8.2,2.42E+00,-1.91E+00,-6.80E-01,1.41E+00,1.20E-01,5.90E-01,2.00E-02,2.00E-02
23107,8.2,1.42E+00,-2.88E+00,-1.11E+00,1.73E+00,6.30E-01,-1.22E+00,-6.00E-02,5.00E-02
23108,8.2,2.46E+00,-1.47E+00,-5.30E-01,1.22E+00,-1.40E-01,1.48E+00,3.00E-02,0.00E+00
23109,8.2,1.86E+00,-1.93E+00,-6.70E-01,1.30E+00,5.00E-02,7.30E-01,-2.00E-02,2.00E-02
23110,8.2,1.49E+00,-2.21E+00,-7.50E-01,1.35E+00,2.10E-01,4.50E-01,-1.00E-02,4.00E-02
23111,8.2,1.10E+00,-2.51E+00,-7.90E-01,1.43E+00,3.00E-01,2.60E-01,-1.00E-02,5.00E-02
23112,8.2,7.00E-01,-2.80E+00,-8.10E-01,1.43E+00,4.20E-01,-1.10E-01,-1.00E-02,5.00E-02
23113,8.2,7.30E-01,-2.63E+00,-7.50E-01,1.35E+00,3.60E-01,2.60E-01,1.00E-02,6.00E-02
23114,8.2,1.90E-01,-2.86E+00,-7.90E-01,1.29E+00,4.30E-01,-7.00E-02,-2.00E-02,6.00E-02
23115,8.2,-6.00E-01,-2.70E+00,-6.10E-01,7.60E-01,3.40E-01,-4.00E-01,-3.00E-02,2.00E-02
23116,8.2,-7.80E-01,-2.81E+00,-6.90E-01,8.20E-01,4.10E-01,-5.10E-01,-4.00E-02,3.00E-02
23117,8.2,-3.60E-01,-2.34E+00,-3.10E-01,6.40E-01,8.00E-02,6.50E-01,4.00E-02,1.00E-02
23118,8.2,4.30E-01,-1.50E+00,-2.50E-01,5.00E-02,3.90E-01,-3.00E-01,3.00E-02,3.00E-02
23119,8.2,1.41E+00,-6.90E-01,5.10E-01,-1.20E+00,2.80E-01,-1.56E+00,-3.00E-02,-3.00E-02
23120,8.2,2.54E+00,-9.00E-02,-1.50E-01,-6.20E-01,6.80E-01,-9.40E-01,-2.00E-02,9.00E-02
23121,8.2,2.90E+00,-4.00E-02,-2.30E-01,-4.70E-01,7.70E-01,-1.20E+00,-3.00E-02,1.10E-01
23122,8.2,3.24E+00,1.00E-02,-2.30E-01,-3.70E-01,8.80E-01,-1.70E+00,-3.00E-02,1.20E-01
23123,8.2,3.52E+00,-4.00E-02,-2.80E-01,-2.40E-01,8.70E-01,-1.68E+00,-2.00E-02,1.10E-01
23124,8.2,3.51E+00,-2.20E-01,-2.80E-01,-1.20E-01,6.20E-01,-1.16E+00,-1.00E-02,7.00E-02
23125,8.2,3.74E+00,-1.00E-02,-2.70E-01,-1.00E-01,5.10E-01,-8.50E-01,-1.00E-02,6.00E-02
23126,8.2,4.25E+00,5.50E-01,-5.00E-02,-3.10E-01,1.60E-01,2.40E-01,1.00E-02,3.00E-02
23127,8.2,4.17E+00,4.40E-01,-1.50E-01,-2.00E-01,1.20E-01,2.60E-01,1.00E-02,2.00E-02
23128,8.2,3.78E+00,-1.10E-01,-2.80E-01,2.00E-01,1.00E-02,5.70E-01,1.00E-02,0.00E+00
23129,8.2,2.88E+00,-1.65E+00,-7.40E-01,1.16E+00,4.20E-01,-4.70E-01,0.00E+00,3.00E-02
23130,8.2,2.41E+00,-1.84E+00,-7.40E-01,1.22E+00,3.30E-01,-1.30E-01,0.00E+00,3.00E-02
23131,8.2,1.62E+00,-2.09E+00,-7.80E-01,1.16E+00,2.80E-01,-2.00E-02,-3.00E-02,3.00E-02
23132,8.2,9.50E-01,-2.55E+00,-9.10E-01,1.31E+00,4.50E-01,-4.10E-01,-4.00E-02,5.00E-02
23133,8.2,9.30E-01,-2.40E+00,-8.10E-01,1.25E+00,2.90E-01,9.00E-02,-3.00E-02,4.00E-02
23134,8.2,9.80E-01,-2.40E+00,-7.80E-01,1.25E+00,3.10E-01,1.20E-01,-2.00E-02,5.00E-02
23135,8.2,6.20E-01,-2.62E+00,-8.30E-01,1.30E+00,4.00E-01,-1.40E-01,-3.00E-02,5.00E-02
23136,8.2,4.10E-01,-2.78E+00,-8.10E-01,1.29E+00,4.60E-01,-1.80E-01,-2.00E-02,6.00E-02
23137,8.2,1.80E-01,-3.02E+00,-9.00E-01,1.34E+00,6.10E-01,-5.70E-01,-3.00E-02,8.00E-02
23138,8.2,-3.70E-01,-2.54E+00,-5.20E-01,7.10E-01,2.90E-01,-1.40E-01,0.00E+00,1.00E-02
23139,8.2,-3.00E-02,-2.63E+00,2.50E-01,4.10E-01,-2.50E-01,3.30E-01,1.00E-02,-7.00E-02
23140,8.2,-1.50E-01,-2.04E+00,-2.50E-01,5.30E-01,-6.00E-02,9.50E-01,3.00E-02,-1.00E-02
23141,8.2,4.90E-01,-2.25E+00,3.50E-01,3.50E-01,-3.40E-01,6.70E-01,2.00E-02,-7.00E-02
23142,8.2,1.38E+00,-1.20E+00,5.20E-01,-3.20E-01,-2.70E-01,3.80E-01,2.00E-02,-6.00E-02
23143,8.2,1.95E+00,-1.90E-01,7.20E-01,-1.30E+00,-8.00E-02,-3.30E-01,1.00E-02,-5.00E-02
23144,8.2,2.70E+00,5.00E-01,8.70E-01,-1.54E+00,-1.30E-01,-2.70E-01,0.00E+00,-5.00E-02
23145,8.2,3.08E+00,5.00E-01,8.70E-01,-1.39E+00,-8.00E-02,-6.20E-01,0.00E+00,-5.00E-02
23146,8.2,2.83E+00,2.00E-02,6.80E-01,-1.19E+00,2.70E-01,-1.65E+00,-2.00E-02,-2.00E-02
23147,8.2,3.19E+00,2.40E-01,7.30E-01,-1.21E+00,2.10E-01,-1.59E+00,-2.00E-02,-2.00E-02
23148,8.2,3.16E+00,-2.00E-02,7.20E-01,-8.20E-01,-1.60E-01,-5.20E-01,0.00E+00,-6.00E-02
23149,8.2,3.72E+00,8.40E-01,8.80E-01,-1.33E+00,-3.40E-01,-6.00E-02,0.00E+00,-8.00E-02
23150,8.2,3.87E+00,7.20E-01,8.00E-01,-1.20E+00,-3.40E-01,-1.50E-01,0.00E+00,-9.00E-02
23151,8.2,3.86E+00,6.60E-01,8.00E-01,-1.12E+00,-4.20E-01,-1.10E-01,0.00E+00,-1.10E-01
23152,8.2,3.46E+00,2.70E-01,6.20E-01,-9.80E-01,-3.80E-01,-1.90E-01,-1.00E-02,-1.20E-01
23153,8.2,3.04E+00,-4.60E-01,4.90E-01,-4.00E-01,-4.60E-01,1.80E-01,0.00E+00,-1.20E-01
23154,8.2,2.46E+00,-7.70E-01,5.10E-01,-6.00E-02,-8.40E-01,1.45E+00,1.00E-02,-1.50E-01
23155,8.2,2.00E+00,-1.06E+00,5.00E-01,1.00E-02,-8.30E-01,1.37E+00,1.00E-02,-1.50E-01
23156,8.2,1.06E+00,-2.03E+00,2.30E-01,3.30E-01,-3.80E-01,8.00E-02,1.00E-02,-1.10E-01
23157,8.2,9.70E-01,-1.69E+00,3.40E-01,1.10E-01,-6.20E-01,9.10E-01,-2.00E-02,-1.20E-01
23158,8.2,2.40E-01,-2.44E+00,1.40E-01,3.40E-01,-2.70E-01,1.00E-02,-3.00E-02,-8.00E-02
23159,8.2,-4.90E-01,-2.42E+00,-5.50E-01,6.10E-01,2.10E-01,-1.60E-01,-2.00E-02,0.00E+00
23160,8.2,-5.90E-01,-2.62E+00,-6.20E-01,7.40E-01,3.20E-01,-1.40E-01,-2.00E-02,3.00E-02
23161,8.2,-3.30E-01,-2.85E+00,-7.90E-01,1.02E+00,4.70E-01,-7.00E-02,-4.00E-02,7.00E-02
23162,8.2,1.60E-01,-2.31E+00,-4.50E-01,9.00E-01,9.00E-02,1.24E+00,4.00E-02,5.00E-02
23163,8.2,1.00E-02,-2.36E+00,-4.70E-01,9.30E-01,1.10E-01,1.20E+00,4.00E-02,5.00E-02
23164,8.2,-1.70E-01,-2.51E+00,-4.60E-01,9.60E-01,1.30E-01,1.13E+00,4.00E-02,5.00E-02
23165,8.2,4.00E-02,-2.25E+00,-4.30E-01,7.80E-01,2.40E-01,8.90E-01,4.00E-02,6.00E-02
23166,8.2,9.40E-01,-1.38E+00,-2.90E-01,2.60E-01,3.70E-01,4.40E-01,3.00E-02,8.00E-02
23167,8.2,2.36E+00,3.80E-01,1.70E-01,-9.50E-01,2.50E-01,4.70E-01,2.00E-02,7.00E-02
23168,8.2,2.94E+00,9.20E-01,2.40E-01,-1.17E+00,2.90E-01,4.30E-01,2.00E-02,8.00E-02
23169,8.2,3.49E+00,1.32E+00,3.50E-01,-1.21E+00,1.60E-01,7.10E-01,2.00E-02,7.00E-02
23170,8.2,3.89E+00,1.50E+00,3.90E-01,-1.16E+00,8.00E-02,8.20E-01,2.00E-02,7.00E-02
23171,8.2,4.26E+00,1.68E+00,4.30E-01,-1.16E+00,-2.00E-02,1.08E+00,2.00E-02,6.00E-02
23172,8.2,4.36E+00,1.65E+00,3.60E-01,-1.00E+00,-8.00E-02,1.01E+00,1.00E-02,4.00E-02
23173,8.2,4.45E+00,1.55E+00,2.60E-01,-8.70E-01,-8.00E-02,1.04E+00,1.00E-02,4.00E-02
23174,8.2,4.42E+00,1.36E+00,2.40E-01,-7.80E-01,-1.70E-01,1.15E+00,1.00E-02,2.00E-02
23175,8.2,4.12E+00,9.50E-01,6.00E-02,-5.90E-01,-8.00E-02,8.80E-01,1.00E-02,1.00E-02
23176,8.2,3.88E+00,7.30E-01,-2.00E-02,-5.00E-01,-1.30E-01,9.60E-01,1.00E-02,-1.00E-02
23177,8.2,3.62E+00,6.10E-01,-5.00E-02,-4.90E-01,-2.30E-01,1.13E+00,1.00E-02,-3.00E-02
23178,8.2,2.33E+00,-1.17E+00,-4.40E-01,6.20E-01,5.00E-02,6.60E-01,2.00E-02,0.00E+00
23179,8.2,1.62E+00,-1.86E+00,-5.90E-01,9.10E-01,2.30E-01,1.30E-01,1.00E-02,2.00E-02
23180,8.2,7.70E-01,-2.53E+00,-9.10E-01,1.08E+00,5.80E-01,-9.20E-01,-5.00E-02,6.00E-02
23181,8.2,9.20E-01,-2.17E+00,-5.90E-01,1.02E+00,2.10E-01,3.50E-01,2.00E-02,3.00E-02
23182,8.2,5.20E-01,-2.58E+00,-7.90E-01,1.11E+00,4.40E-01,-3.20E-01,-4.00E-02,6.00E-02
23183,8.2,6.60E-01,-2.30E+00,-5.50E-01,1.04E+00,1.70E-01,7.90E-01,2.00E-02,4.00E-02
23184,8.2,3.30E-01,-2.32E+00,-5.30E-01,9.70E-01,1.70E-01,7.70E-01,2.00E-02,4.00E-02
23185,8.2,-1.00E-02,-2.72E+00,-6.40E-01,1.12E+00,3.50E-01,3.50E-01,2.00E-02,6.00E-02
23186,8.2,-2.80E-01,-2.77E+00,-7.50E-01,1.06E+00,4.40E-01,-8.00E-02,-3.00E-02,7.00E-02
23187,8.2,-4.10E-01,-2.82E+00,-7.20E-01,1.01E+00,4.60E-01,-1.00E-02,-3.00E-02,8.00E-02
23188,8.2,-5.40E-01,-2.91E+00,-7.00E-01,1.04E+00,4.50E-01,-1.00E-02,-3.00E-02,8.00E-02
23189,8.2,-3.80E-01,-2.83E+00,-7.20E-01,9.50E-01,6.40E-01,-5.60E-01,-3.00E-02,9.00E-02
23190,8.2,9.30E-01,-1.42E+00,-3.00E-01,1.10E-01,5.80E-01,-3.20E-01,3.00E-02,9.00E-02
23191,8.2,1.70E+00,-6.90E-01,-3.80E-01,-4.60E-01,9.50E-01,-1.74E+00,-5.00E-02,1.20E-01
23192,8.2,2.62E+00,7.00E-02,-1.50E-01,-7.30E-01,8.30E-01,-1.41E+00,-3.00E-02,1.10E-01
23193,8.2,3.16E+00,2.60E-01,-1.30E-01,-6.50E-01,8.00E-01,-1.39E+00,-3.00E-02,1.20E-01
23194,8.2,3.52E+00,3.80E-01,-1.10E-01,-5.60E-01,8.20E-01,-1.52E+00,-3.00E-02,1.20E-01
23195,8.2,3.16E+00,1.20E-01,6.60E-01,-1.13E+00,2.60E-01,-1.83E+00,-5.00E-02,-1.00E-02
23196,8.2,3.02E+00,-1.80E-01,5.10E-01,-9.70E-01,3.00E-01,-1.97E+00,-4.00E-02,-3.00E-02
23197,8.2,3.15E+00,-1.40E-01,5.60E-01,-9.20E-01,1.80E-01,-1.78E+00,-3.00E-02,-5.00E-02
23198,8.2,2.98E+00,-4.60E-01,4.30E-01,-7.50E-01,1.90E-01,-1.93E+00,-3.00E-02,-7.00E-02
23199,8.2,3.53E+00,-3.20E-01,-5.00E-01,6.00E-02,6.70E-01,-1.60E+00,-5.00E-02,6.00E-02
23200,8.2,3.02E+00,-9.10E-01,-6.30E-01,3.90E-01,6.00E-01,-1.29E+00,-2.00E-02,4.00E-02
23201,8.2,2.06E+00,-1.50E+00,1.00E-02,-3.10E-01,3.20E-01,-2.38E+00,-6.00E-02,-8.00E-02
23202,8.2,1.21E+00,-2.32E+00,-3.00E-02,4.10E-01,3.00E-02,-1.42E+00,-5.00E-02,-9.00E-02
23203,8.2,9.10E-01,-2.45E+00,-1.00E-02,4.30E-01,-1.00E-02,-1.24E+00,-5.00E-02,-9.00E-02
23204,8.2,7.20E-01,-2.57E+00,-7.00E-02,6.40E-01,-7.00E-02,-1.07E+00,-6.00E-02,-9.00E-02
23205,8.2,1.34E+00,-1.82E+00,3.60E-01,3.20E-01,-5.10E-01,5.90E-01,2.00E-02,-1.10E-01
23206,8.2,9.40E-01,-2.04E+00,2.80E-01,4.30E-01,-4.80E-01,5.10E-01,1.00E-02,-1.10E-01
23207,8.2,6.20E-01,-1.71E+00,5.10E-01,1.00E-01,-7.90E-01,1.63E+00,2.00E-02,-1.20E-01
23208,8.2,3.70E-01,-2.07E+00,4.40E-01,2.10E-01,-6.10E-01,1.13E+00,2.00E-02,-1.10E-01
23209,8.2,-1.60E-01,-2.57E+00,2.00E-01,2.80E-01,-3.00E-01,8.00E-02,-4.00E-02,-8.00E-02
23210,8.2,-1.10E-01,-2.07E+00,-2.80E-01,5.40E-01,-4.00E-02,9.60E-01,4.00E-02,-1.00E-02
23211,8.2,-6.00E-01,-2.58E+00,-4.60E-01,6.80E-01,2.30E-01,1.50E-01,1.00E-02,2.00E-02
23212,8.2,-4.20E-01,-2.49E+00,-4.70E-01,7.90E-01,1.10E-01,6.40E-01,-1.00E-02,3.00E-02
23213,8.2,-1.20E-01,-2.68E+00,-6.20E-01,1.05E+00,3.10E-01,3.60E-01,-2.00E-02,6.00E-02
23214,8.2,2.00E-01,-2.36E+00,-5.70E-01,7.90E-01,4.50E-01,-1.00E-01,-1.00E-02,7.00E-02
23215,8.2,1.23E+00,-9.70E-01,-2.10E-01,1.00E-02,1.40E-01,7.20E-01,-1.00E-02,5.00E-02
23216,8.2,2.07E+00,2.80E-01,1.00E-01,-1.07E+00,3.20E-01,-6.00E-02,-2.00E-02,6.00E-02
23217,8.2,1.93E+00,-7.00E-02,-5.00E-02,-7.50E-01,3.10E-01,1.10E-01,-2.00E-02,6.00E-02
23218,8.2,1.14E+00,-9.00E-01,-2.80E-01,-4.60E-01,5.20E-01,-4.90E-01,-2.00E-02,6.00E-02
23219,8.2,1.35E+00,-9.10E-01,-3.00E-01,-2.80E-01,4.60E-01,-4.30E-01,-2.00E-02,5.00E-02
23220,8.2,1.72E+00,-6.50E-01,-2.50E-01,-4.00E-01,4.90E-01,-5.30E-01,-2.00E-02,6.00E-02
23221,8.2,2.00E+00,-4.20E-01,-2.60E-01,-5.40E-01,6.20E-01,-1.04E+00,-2.00E-02,7.00E-02
23222,8.2,1.55E+00,-7.10E-01,4.70E-01,-1.17E+00,2.30E-01,-1.62E+00,-3.00E-02,-5.00E-02
23223,8.2,1.64E+00,-9.90E-01,3.60E-01,-9.80E-01,4.40E-01,-2.30E+00,-4.00E-02,-4.00E-02
23224,8.2,1.66E+00,-1.11E+00,4.60E-01,-6.50E-01,1.50E-01,-1.29E+00,0.00E+00,-5.00E-02
23225,8.2,1.64E+00,-7.80E-01,5.00E-01,-1.11E+00,8.00E-02,-1.21E+00,-1.00E-02,-8.00E-02
23226,8.2,8.80E-01,-1.88E+00,3.50E-01,-1.70E-01,-6.00E-02,-6.60E-01,0.00E+00,-8.00E-02
23227,8.2,4.10E-01,-1.97E+00,4.20E-01,-2.10E-01,-1.80E-01,4.00E-02,3.00E-02,-7.00E-02
23228,8.2,2.40E-01,-2.07E+00,4.60E-01,-1.50E-01,-2.60E-01,3.50E-01,2.00E-02,-7.00E-02
23229,8.2,2.80E-01,-2.27E+00,-4.20E-01,7.90E-01,2.10E-01,6.90E-01,3.00E-02,5.00E-02
23230,8.2,2.70E-01,-2.22E+00,-4.10E-01,7.40E-01,2.30E-01,6.60E-01,2.00E-02,5.00E-02
23231,8.2,3.80E-01,-2.05E+00,-3.10E-01,6.30E-01,1.40E-01,1.10E+00,4.00E-02,5.00E-02
23232,8.2,-7.00E-02,-1.78E+00,-1.60E-01,2.90E-01,-2.00E-02,1.04E+00,4.00E-02,1.00E-02
23233,8.2,2.60E-01,-2.13E+00,-3.50E-01,7.20E-01,1.80E-01,1.04E+00,4.00E-02,6.00E-02
23234,8.2,4.30E-01,-2.04E+00,-3.00E-01,7.30E-01,1.10E-01,1.22E+00,4.00E-02,5.00E-02
23235,8.2,-1.80E-01,-2.51E+00,-5.90E-01,8.50E-01,4.10E-01,1.10E-01,-3.00E-02,8.00E-02
23236,8.2,-5.40E-01,-2.67E+00,-5.50E-01,8.40E-01,3.90E-01,2.90E-01,-1.00E-02,8.00E-02
23237,8.2,-5.70E-01,-2.76E+00,-6.40E-01,7.90E-01,6.40E-01,-4.60E-01,-3.00E-02,1.00E-01
23238,8.2,3.20E-01,-1.87E+00,-4.50E-01,1.10E-01,8.40E-01,-1.22E+00,-3.00E-02,1.10E-01
23239,8.2,1.60E+00,-6.50E-01,-2.00E-01,-5.50E-01,8.50E-01,-1.31E+00,-2.00E-02,1.10E-01
23240,8.2,2.33E+00,-1.50E-01,-1.00E-01,-6.80E-01,8.40E-01,-1.46E+00,-3.00E-02,1.20E-01
23241,8.2,2.37E+00,-1.00E-01,7.30E-01,-1.37E+00,4.10E-01,-1.93E+00,-3.00E-02,1.00E-02
23242,8.2,2.69E+00,7.00E-02,8.40E-01,-1.36E+00,3.20E-01,-1.76E+00,0.00E+00,0.00E+00
23243,8.2,2.93E+00,1.40E-01,7.80E-01,-1.32E+00,3.10E-01,-1.82E+00,-3.00E-02,0.00E+00
23244,8.2,2.95E+00,-8.00E-02,7.10E-01,-1.15E+00,2.70E-01,-1.86E+00,-1.00E-02,-2.00E-02
23245,8.2,2.56E+00,-5.50E-01,5.30E-01,-9.80E-01,1.60E-01,-1.62E+00,-1.00E-02,-6.00E-02
23246,8.2,2.40E+00,-9.30E-01,2.60E-01,-7.30E-01,3.60E-01,-2.37E+00,-5.00E-02,-6.00E-02
23247,8.2,2.88E+00,-3.90E-01,6.30E-01,-9.70E-01,0.00E+00,-1.35E+00,-2.00E-02,-8.00E-02
23248,8.2,2.83E+00,-3.30E-01,5.60E-01,-8.80E-01,-3.00E-02,-1.24E+00,-1.00E-02,-8.00E-02
23249,8.2,2.51E+00,-5.40E-01,5.40E-01,-8.70E-01,-2.00E-01,-7.10E-01,0.00E+00,-1.10E-01
23250,8.2,1.45E+00,-1.80E+00,3.20E-01,6.00E-02,-2.70E-01,-1.50E-01,1.00E-02,-1.00E-01
23251,8.2,8.70E-01,-2.10E+00,3.30E-01,1.80E-01,-3.20E-01,-1.90E-01,1.00E-02,-1.10E-01
23252,8.2,2.30E-01,-2.57E+00,1.00E-01,2.80E-01,-8.00E-02,-1.00E+00,-5.00E-02,-8.00E-02
23253,8.2,2.10E-01,-2.53E+00,9.00E-02,3.20E-01,-1.10E-01,-7.10E-01,-5.00E-02,-7.00E-02
23254,8.2,2.00E-02,-2.60E+00,1.20E-01,3.10E-01,-1.10E-01,-6.00E-01,-4.00E-02,-7.00E-02
23255,8.2,-1.90E-01,-2.80E+00,1.00E-01,3.80E-01,-5.00E-02,-6.10E-01,-4.00E-02,-6.00E-02
23256,8.2,-5.40E-01,-2.53E+00,-5.00E-01,6.00E-01,3.20E-01,-4.10E-01,-2.00E-02,2.00E-02
23257,8.2,-5.50E-01,-2.45E+00,-4.60E-01,5.70E-01,2.30E-01,-8.00E-02,-2.00E-02,2.00E-02
23258,8.2,-6.20E-01,-2.46E+00,-4.60E-01,6.10E-01,2.20E-01,-1.50E-01,-3.00E-02,1.00E-02
23259,8.2,-5.50E-01,-2.60E+00,-5.30E-01,7.30E-01,3.30E-01,-2.70E-01,-3.00E-02,3.00E-02
23260,8.2,-1.30E-01,-2.76E+00,-7.00E-01,1.09E+00,4.60E-01,1.00E-02,-3.00E-02,8.00E-02
23261,8.2,2.30E-01,-2.54E+00,-5.90E-01,1.07E+00,4.00E-01,-5.00E-02,-3.00E-02,7.00E-02
23262,8.2,5.70E-01,-1.72E+00,-3.70E-01,2.40E-01,6.00E-01,-9.90E-01,-2.00E-02,6.00E-02
23263,8.2,1.56E+00,-9.40E-01,-2.20E-01,-1.40E-01,6.80E-01,-1.38E+00,-2.00E-02,7.00E-02
23264,8.2,2.11E+00,-6.10E-01,5.70E-01,-9.70E-01,4.20E-01,-2.07E+00,-4.00E-02,0.00E+00
23265,8.2,2.52E+00,-1.90E-01,6.60E-01,-1.18E+00,4.10E-01,-2.32E+00,-4.00E-02,-1.00E-02
23266,8.2,3.06E+00,1.50E-01,7.70E-01,-1.25E+00,3.00E-01,-1.81E+00,-1.00E-02,-1.00E-02
23267,8.2,3.53E+00,4.40E-01,8.80E-01,-1.28E+00,8.00E-02,-1.25E+00,-1.00E-02,-3.00E-02
23268,8.2,3.59E+00,3.30E-01,8.00E-01,-1.12E+00,6.00E-02,-1.34E+00,-2.00E-02,-4.00E-02
23269,8.2,3.76E+00,4.40E-01,8.00E-01,-1.08E+00,-1.30E-01,-9.50E-01,-1.00E-02,-6.00E-02
23270,8.2,3.74E+00,1.40E-01,7.60E-01,-9.50E-01,-1.50E-01,-9.80E-01,-1.00E-02,-8.00E-02
23271,8.2,3.61E+00,1.00E-02,6.30E-01,-8.40E-01,-1.80E-01,-8.90E-01,-1.00E-02,-9.00E-02
23272,8.2,3.42E+00,-1.70E-01,5.30E-01,-7.20E-01,-2.40E-01,-7.60E-01,-1.00E-02,-1.10E-01
23273,8.2,3.05E+00,-4.70E-01,4.60E-01,-6.40E-01,-2.70E-01,-8.30E-01,-1.00E-02,-1.30E-01
23274,8.2,1.84E+00,-1.97E+00,1.60E-01,4.50E-01,-2.20E-01,-6.10E-01,0.00E+00,-1.10E-01
23275,8.2,1.09E+00,-2.43E+00,-2.00E-02,5.10E-01,-4.00E-02,-1.28E+00,-6.00E-02,-9.00E-02
23276,8.2,9.00E-01,-2.52E+00,-2.00E-02,6.60E-01,-1.50E-01,-9.20E-01,-5.00E-02,-9.00E-02
23277,8.2,8.70E-01,-2.39E+00,4.00E-02,5.10E-01,-1.50E-01,-7.10E-01,-5.00E-02,-8.00E-02
23278,8.2,6.90E-01,-2.53E+00,8.00E-02,5.90E-01,-1.90E-01,-6.40E-01,-5.00E-02,-8.00E-02
23279,8.2,4.70E-01,-2.59E+00,6.00E-02,5.30E-01,-1.00E-01,-7.70E-01,-4.00E-02,-7.00E-02
23280,8.2,4.90E-01,-2.44E+00,1.20E-01,4.90E-01,-2.20E-01,-4.10E-01,-4.00E-02,-8.00E-02
23281,8.2,4.60E-01,-2.53E+00,1.10E-01,5.70E-01,-2.00E-01,-3.60E-01,-4.00E-02,-7.00E-02
23282,8.2,2.10E-01,-2.70E+00,1.40E-01,5.70E-01,-1.80E-01,-3.90E-01,-3.00E-02,-7.00E-02
23283,8.2,1.40E-01,-2.75E+00,1.00E-01,5.60E-01,-8.00E-02,-6.10E-01,-4.00E-02,-6.00E-02
23284,8.2,-1.10E-01,-2.80E+00,1.70E-01,5.00E-01,-1.20E-01,-4.40E-01,-2.00E-02,-6.00E-02
23285,8.2,1.70E-01,-2.71E+00,1.40E-01,5.50E-01,-3.00E-02,-5.30E-01,-2.00E-02,-4.00E-02
23286,8.2,9.90E-01,-1.89E+00,2.90E-01,-1.00E-02,1.50E-01,-1.15E+00,-2.00E-02,-3.00E-02
23287,8.2,1.84E+00,-1.09E+00,4.80E-01,-5.60E-01,2.70E-01,-1.70E+00,-3.00E-02,-3.00E-02
23288,8.2,2.39E+00,-5.60E-01,5.80E-01,-8.10E-01,2.80E-01,-1.90E+00,-4.00E-02,-2.00E-02
23289,8.2,3.09E+00,1.90E-01,6.90E-01,-1.18E+00,2.20E-01,-1.85E+00,-4.00E-02,-2.00E-02
23290,8.2,3.33E+00,9.00E-02,6.50E-01,-1.06E+00,3.10E-01,-2.07E+00,-4.00E-02,-1.00E-02
23291,8.2,3.65E+00,2.80E-01,7.30E-01,-1.04E+00,1.60E-01,-1.64E+00,-2.00E-02,-3.00E-02
23292,8.2,3.93E+00,6.30E-01,8.50E-01,-1.11E+00,-1.50E-01,-8.30E-01,-1.00E-02,-6.00E-02
23293,8.2,4.02E+00,7.20E-01,8.60E-01,-1.08E+00,-3.80E-01,-2.40E-01,0.00E+00,-9.00E-02
23294,8.2,3.75E+00,4.00E-01,8.10E-01,-9.80E-01,-5.10E-01,-1.00E-01,0.00E+00,-1.30E-01
23295,8.2,3.68E+00,2.60E-01,6.80E-01,-8.60E-01,-4.30E-01,-2.40E-01,0.00E+00,-1.20E-01
23296,8.2,3.48E+00,5.00E-02,6.40E-01,-7.50E-01,-5.10E-01,-2.60E-01,0.00E+00,-1.50E-01
23297,8.2,2.84E+00,-9.50E-01,4.00E-01,1.00E-02,-4.80E-01,-5.00E-02,0.00E+00,-1.30E-01
23298,8.2,1.56E+00,-2.19E+00,-5.00E-02,4.60E-01,-4.00E-02,-1.38E+00,-7.00E-02,-9.00E-02
23299,8.2,1.13E+00,-2.55E+00,-4.00E-02,6.90E-01,-1.20E-01,-1.11E+00,-6.00E-02,-9.00E-02
